sno,search_key,display_key,description,additional _notes,sec_recommendation,link_external,link_internal
,,RtlInitializeStackTraceDataBase,ntdll.dll,,,,
,,RtlInsertElementGenericTable,ntdll.dll,,,,
,,RtlInsertElementGenericTableAvl,ntdll.dll,,,,
,,RtlInsertElementGenericTableFull,ntdll.dll,,,,
,,RtlInsertElementGenericTableFullAvl,ntdll.dll,,,,
,,RtlInsertEntryHashTable,ntdll.dll,,,,
,,RtlInstallFunctionTableCallback,ntdll.dll,,,,
,,RtlInt64ToUnicodeString,ntdll.dll,,,,
,,RtlIntegerToChar,ntdll.dll,,,,
,,RtlIntegerToUnicodeString,ntdll.dll,,,,
,,RtlInterlockedClearBitRun,ntdll.dll,,,,
,,RtlInterlockedCompareExchange64,ntdll.dll,,,,
,,RtlInterlockedFlushSList,ntdll.dll,,,,
,,RtlInterlockedPopEntrySList,ntdll.dll,,,,
,,RtlInterlockedPushEntrySList,ntdll.dll,,,,
,,RtlInterlockedPushListSList,ntdll.dll,,,,
,,RtlInterlockedPushListSListEx,ntdll.dll,,,,
,,RtlInterlockedSetBitRun,ntdll.dll,,,,
,,RtlInvertRangeList,ntdll.dll,,,,
,,RtlIoDecodeMemIoResource,ntdll.dll,,,,
,,RtlIoEncodeMemIoResource,ntdll.dll,,,,
,,RtlIpv4AddressToStringA,ntdll.dll,,,,
,,RtlIpv4AddressToStringExA,ntdll.dll,,,,
,,RtlIpv4AddressToStringExW,ntdll.dll,,,,
,,RtlIpv4AddressToStringW,ntdll.dll,,,,
,,RtlIpv4StringToAddressA,ntdll.dll,,,,
,,RtlIpv4StringToAddressExA,ntdll.dll,,,,
,,RtlIpv4StringToAddressExW,ntdll.dll,,,,
,,RtlIpv4StringToAddressW,ntdll.dll,,,,
,,RtlIpv6AddressToStringA,ntdll.dll,,,,
,,RtlIpv6AddressToStringExA,ntdll.dll,,,,
,,RtlIpv6AddressToStringExW,ntdll.dll,,,,
,,RtlIpv6AddressToStringW,ntdll.dll,,,,
,,RtlIpv6StringToAddressA,ntdll.dll,,,,
,,RtlIpv6StringToAddressExA,ntdll.dll,,,,
,,RtlIpv6StringToAddressExW,ntdll.dll,,,,
,,RtlIpv6StringToAddressW,ntdll.dll,,,,
,,RtlIsActivationContextActive,ntdll.dll,,,,
,,RtlIsCapabilitySid,ntdll.dll,,,,
,,RtlIsCriticalSectionLocked,ntdll.dll,,,,
,,RtlIsCriticalSectionLockedByThread,ntdll.dll,,,,
,,RtlIsCurrentThreadAttachExempt,ntdll.dll,,,,
,,RtlIsDosDeviceName_U,ntdll.dll,,,,
,,RtlIsGenericTableEmpty,ntdll.dll,,,,
,,RtlIsGenericTableEmptyAvl,ntdll.dll,,,,
,,RtlIsMultiSessionSku,ntdll.dll,,,,
,,RtlIsNameInExpression,ntdll.dll,,,,
,,RtlIsNameLegalDOS8Dot3,ntdll.dll,,,,
,,RtlIsNormalizedString,ntdll.dll,,,,
,,RtlIsPackageSid,ntdll.dll,,,,
,,RtlIsParentOfChildAppContainer,ntdll.dll,,,,
,,RtlIsProcessorFeaturePresent,ntdll.dll,,,,
,,RtlIsRangeAvailable,ntdll.dll,,,,
,,RtlIsTextUnicode,ntdll.dll,,,,
,,RtlIsThreadWithinLoaderCallout,ntdll.dll,,,,
,,RtlIsUntrustedObject,ntdll.dll,,,,
,,RtlIsValidHandle,ntdll.dll,,,,
,,RtlIsValidIndexHandle,ntdll.dll,,,,
,,RtlIsValidLocaleName,ntdll.dll,,,,
,,RtlIsValidProcessTrustLabelSid,ntdll.dll,,,,
,,RtlKnownExceptionFilter,ntdll.dll,,,,
,,RtlLCIDToCultureName,ntdll.dll,,,,
,,RtlLargeIntegerAdd,ntdll.dll,,,,
,,RtlLargeIntegerArithmeticShift,ntdll.dll,,,,
,,RtlLargeIntegerDivide,ntdll.dll,,,,
,,RtlLargeIntegerNegate,ntdll.dll,,,,
,,RtlLargeIntegerShiftLeft,ntdll.dll,,,,
,,RtlLargeIntegerShiftRight,ntdll.dll,,,,
,,RtlLargeIntegerSubtract,ntdll.dll,,,,
,,RtlLargeIntegerToChar,ntdll.dll,,,,
,,RtlLcidToLocaleName,ntdll.dll,,,,
,,RtlLeaveCriticalSection,ntdll.dll,,,,
,,RtlLengthRequiredSid,ntdll.dll,,,,
,,RtlLengthSecurityDescriptor,ntdll.dll,,,,
,,RtlLengthSid,ntdll.dll,,,,
,,RtlLengthSidAsUnicodeString,ntdll.dll,,,,
,,RtlLoadString,ntdll.dll,,,,
,,RtlLocalTimeToSystemTime,ntdll.dll,,,,
,,RtlLocaleNameToLcid,ntdll.dll,,,,
,,RtlLocateExtendedFeature,ntdll.dll,,,,
,,RtlLocateLegacyContext,ntdll.dll,,,,
,,RtlLockBootStatusData,ntdll.dll,,,,
,,RtlLockCurrentThread,ntdll.dll,,,,
,,RtlLockHeap,ntdll.dll,,,,
,,RtlLockMemoryBlockLookaside,ntdll.dll,,,,
,,RtlLockMemoryStreamRegion,ntdll.dll,,,,
,,,ntdll.dll,,,,
,,RtlLockMemoryZone,ntdll.dll,,,,
,,RtlLockModuleSection,ntdll.dll,,,,
,,RtlLogStackBackTrace,ntdll.dll,,,,
,,RtlLookupAtomInAtomTable,ntdll.dll,,,,
,,RtlLookupElementGenericTable,ntdll.dll,,,,
,,RtlLookupElementGenericTableAvl,ntdll.dll,,,,
,,RtlLookupElementGenericTableFull,ntdll.dll,,,,
,,RtlLookupElementGenericTableFullAvl,ntdll.dll,,,,
,,RtlLookupEntryHashTable,ntdll.dll,,,,
,,RtlLookupFunctionEntry,ntdll.dll,,,,
,,RtlLookupFunctionTable,ntdll.dll,,,,
,,RtlLookupSymbolByAddress,ntdll.dll,,,,
,,RtlLookupSymbolByName,ntdll.dll,,,,
,,RtlMakeSelfRelativeSD,ntdll.dll,,,,
,,RtlMapGenericMask,ntdll.dll,,,,
,,RtlMapSecurityErrorToNtStatus,ntdll.dll,,,,
,,RtlMergeRangeLists,ntdll.dll,,,,
,,RtlMoveMemory,ntdll.dll,,,,
,,RtlMultiAppendUnicodeStringBuffer,ntdll.dll,,,,
,,RtlMultiByteToUnicodeN,ntdll.dll,,,,
,,RtlMultiByteToUnicodeSize,ntdll.dll,,,,
,,RtlMultipleAllocateHeap,ntdll.dll,,,,
,,RtlMultipleFreeHeap,ntdll.dll,,,,
,,RtlNewInstanceSecurityObject,ntdll.dll,,,,
,,RtlNewSecurityGrantedAccess,ntdll.dll,,,,
,,RtlNewSecurityObject,ntdll.dll,,,,
,,RtlNewSecurityObjectEx,ntdll.dll,,,,
,,RtlNewSecurityObjectWithMultipleInheritance,ntdll.dll,,,,
,,RtlNormalizeProcessParams,ntdll.dll,,,,
,,RtlNormalizeString,ntdll.dll,,,,
,,RtlNtPathNameToDosPathName,ntdll.dll,,,,
,,RtlNtStatusToDosError,ntdll.dll,,,,
,,RtlNtStatusToDosErrorNoTeb,ntdll.dll,,,,
,,RtlNtdllName,ntdll.dll,,,,
,,RtlNumberGenericTableElements,ntdll.dll,,,,
,,RtlNumberGenericTableElementsAvl,ntdll.dll,,,,
,,RtlNumberOfClearBits,ntdll.dll,,,,
,,RtlNumberOfClearBitsInRange,ntdll.dll,,,,
,,RtlNumberOfSetBits,ntdll.dll,,,,
,,RtlNumberOfSetBitsInRange,ntdll.dll,,,,
,,RtlNumberOfSetBitsUlongPtr,ntdll.dll,,,,
,,RtlOemStringToUnicodeSize,ntdll.dll,,,,
,,RtlOemStringToUnicodeString,ntdll.dll,,,,
,,RtlOemToUnicodeN,ntdll.dll,,,,
,,RtlOnMappedStreamEvent,ntdll.dll,,,,
,,RtlOpenCurrentUser,ntdll.dll,,,,
,,RtlOsDeploymentState,ntdll.dll,,,,
,,RtlOwnerAcesPresent,ntdll.dll,,,,
,,RtlPcToFileHeader,ntdll.dll,,,,
,,RtlPinAtomInAtomTable,ntdll.dll,,,,
,,RtlPopFrame,ntdll.dll,,,,
,,RtlPrefixString,ntdll.dll,,,,
,,RtlPrefixUnicodeString,ntdll.dll,,,,
,,RtlPrepareForProcessCloning,ntdll.dll,,,,
,,RtlProcessFlsData,ntdll.dll,,,,
,,RtlPropertySetNameToGuid,ntdll.dll,,,,
,,RtlProtectHeap,ntdll.dll,,,,
,,RtlPublishWnfStateData,ntdll.dll,,,,
,,RtlPushFrame,ntdll.dll,,,,
,,RtlQueryActivationContextApplicationSettings,ntdll.dll,,,,
,,RtlQueryAtomInAtomTable,ntdll.dll,,,,
,,RtlQueryCriticalSectionOwner,ntdll.dll,,,,
,,RtlQueryDepthSList,ntdll.dll,,,,
,,RtlQueryDynamicTimeZoneInformation,ntdll.dll,,,,
,,RtlQueryElevationFlags,ntdll.dll,,,,
,,RtlQueryEnvironmentVariable,ntdll.dll,,,,
,,RtlQueryEnvironmentVariable_U,ntdll.dll,,,,
,,RtlQueryHeapInformation,ntdll.dll,,,,
,,RtlQueryInformationAcl,ntdll.dll,,,,
,,RtlQueryInformationActivationContext,ntdll.dll,,,,
,,RtlQueryInformationActiveActivationContext,ntdll.dll,,,,
,,RtlQueryInterfaceMemoryStream,ntdll.dll,,,,
,,,ntdll.dll,,,,
,,RtlQueryModuleInformation,ntdll.dll,,,,
,,RtlQueryPackageClaims,ntdll.dll,,,,
,,RtlQueryPackageIdentity,ntdll.dll,,,,
,,RtlQueryPackageIdentityEx,ntdll.dll,,,,
,,RtlQueryPerformanceCounter,ntdll.dll,,,,
,,RtlQueryPerformanceFrequency,ntdll.dll,,,,
,,RtlQueryProcessBackTraceInformation,ntdll.dll,,,,
,,RtlQueryProcessDebugInformation,ntdll.dll,,,,
,,RtlQueryProcessHeapInformation,ntdll.dll,,,,
,,RtlQueryProcessLockInformation,ntdll.dll,,,,
,,RtlQueryProperties,ntdll.dll,,,,
,,RtlQueryPropertyNames,ntdll.dll,,,,
,,RtlQueryPropertySet,ntdll.dll,,,,
,,RtlQueryProtectedPolicy,ntdll.dll,,,,
,,RtlQueryRegistryValues,ntdll.dll,,,,
,,RtlQueryRegistryValuesEx,ntdll.dll,,,,
,,RtlQueryResourcePolicy,ntdll.dll,,,,
,,RtlQuerySecurityObject,ntdll.dll,,,,
,,RtlQueryTagHeap,ntdll.dll,,,,
,,RtlQueryThreadProfiling,ntdll.dll,,,,
,,RtlQueryTimeZoneInformation,ntdll.dll,,,,
,,RtlQueryUmsThreadInformation,ntdll.dll,,,,
,,RtlQueryUnbiasedInterruptTime,ntdll.dll,,,,
,,RtlQueryValidationRunlevel,ntdll.dll,,,,
,,RtlQueryWnfMetaNotification,ntdll.dll,,,,
,,RtlQueryWnfStateData,ntdll.dll,,,,
,,RtlQueryWnfStateDataWithExplicitScope,ntdll.dll,,,,
,,RtlQueueApcWow64Thread,ntdll.dll,,,,
,,RtlQueueWorkItem,ntdll.dll,,,,
,,RtlRaiseException,ntdll.dll,,,,
,,RtlRaiseStatus,ntdll.dll,,,,
,,RtlRandom,ntdll.dll,,,,
,,RtlRandomEx,ntdll.dll,,,,
,,RtlRbInsertNodeEx,ntdll.dll,,,,
,,RtlRbRemoveNode,ntdll.dll,,,,
,,RtlReAllocateHeap,ntdll.dll,,,,
,,RtlReadMemoryStream,ntdll.dll,,,,
,,,ntdll.dll,,,,
,,RtlReadOutOfProcessMemoryStream,ntdll.dll,,,,
,,,ntdll.dll,,,,
,,RtlReadThreadProfilingData,ntdll.dll,,,,
,,RtlRealPredecessor,ntdll.dll,,,,
,,RtlRealSuccessor,ntdll.dll,,,,
,,RtlRegisterForWnfMetaNotification,ntdll.dll,,,,
,,RtlRegisterSecureMemoryCacheCallback,ntdll.dll,,,,
,,RtlRegisterThreadWithCsrss,ntdll.dll,,,,
,,RtlRegisterWait,ntdll.dll,,,,
,,RtlReleaseActivationContext,ntdll.dll,,,,
,,RtlReleaseMemoryStream,ntdll.dll,,,,
,,,ntdll.dll,,,,
,,RtlReleasePath,ntdll.dll,,,,
,,RtlReleasePebLock,ntdll.dll,,,,
,,RtlReleasePrivilege,ntdll.dll,,,,
,,RtlReleaseRelativeName,ntdll.dll,,,,
,,RtlReleaseResource,ntdll.dll,,,,
,,RtlReleaseSRWLockExclusive,ntdll.dll,,,,
,,RtlReleaseSRWLockShared,ntdll.dll,,,,
,,RtlRemoteCall,ntdll.dll,,,,
,,RtlRemoveEntryHashTable,ntdll.dll,,,,
,,RtlRemovePrivileges,ntdll.dll,,,,
,,RtlRemoveVectoredContinueHandler,ntdll.dll,,,,
,,RtlRemoveVectoredExceptionHandler,ntdll.dll,,,,
,,RtlReplaceSidInSd,ntdll.dll,,,,
,,RtlReportException,ntdll.dll,,,,
,,RtlReportSilentProcessExit,ntdll.dll,,,,
,,RtlReportSqmEscalation,ntdll.dll,,,,
,,RtlResetMemoryBlockLookaside,ntdll.dll,,,,
,,RtlResetMemoryZone,ntdll.dll,,,,
,,RtlResetNtUserPfn,ntdll.dll,,,,
,,RtlResetRtlTranslations,ntdll.dll,,,,
,,RtlRestoreContext,ntdll.dll,,,,
,,RtlRestoreLastWin32Error,ntdll.dll,,,,
,,RtlRetrieveNtUserPfn,ntdll.dll,,,,
,,RtlRevertMemoryStream,ntdll.dll,,,,
,,,ntdll.dll,,,,
,,RtlRunDecodeUnicodeString,ntdll.dll,,,,
,,RtlRunEncodeUnicodeString,ntdll.dll,,,,
,,RtlRunOnceBeginInitialize,ntdll.dll,,,,
,,RtlRunOnceComplete,ntdll.dll,,,,
,,RtlRunOnceExecuteOnce,ntdll.dll,,,,
,,RtlRunOnceInitialize,ntdll.dll,,,,
,,RtlSecondsSince1970ToTime,ntdll.dll,,,,
,,RtlSecondsSince1980ToTime,ntdll.dll,,,,
,,RtlSeekMemoryStream,ntdll.dll,,,,
,,,ntdll.dll,,,,
,,RtlSelfRelativeToAbsoluteSD,ntdll.dll,,,,
,,RtlSelfRelativeToAbsoluteSD2,ntdll.dll,,,,
,,RtlSendMsgToSm,ntdll.dll,,,,
,,RtlSetAllBits,ntdll.dll,,,,
,,RtlSetAttributesSecurityDescriptor,ntdll.dll,,,,
,,RtlSetBit,ntdll.dll,,,,
,,RtlSetBits,ntdll.dll,,,,
,,RtlSetControlSecurityDescriptor,ntdll.dll,,,,
,,RtlSetCriticalSectionSpinCount,ntdll.dll,,,,
,,RtlSetCurrentDirectory_U,ntdll.dll,,,,
,,RtlSetCurrentEnvironment,ntdll.dll,,,,
,,RtlSetCurrentTransaction,ntdll.dll,,,,
,,RtlSetDaclSecurityDescriptor,ntdll.dll,,,,
,,RtlSetDynamicTimeZoneInformation,ntdll.dll,,,,
,,RtlSetEnvironmentStrings,ntdll.dll,,,,
,,RtlSetEnvironmentVar,ntdll.dll,,,,
,,RtlSetEnvironmentVariable,ntdll.dll,,,,
,,RtlSetExtendedFeaturesMask,ntdll.dll,,,,
,,RtlSetGroupSecurityDescriptor,ntdll.dll,,,,
,,RtlSetHeapInformation,ntdll.dll,,,,
,,RtlSetHandleValueHeap,ntdll.dll,,,,
,,RtlSetHeapUserValue,ntdll.dll,,,,
,,RtlSetInformationAcl,ntdll.dll,,,,
,,RtlSetIoCompletionCallback,ntdll.dll,,,,
,,RtlSetLastWin32Error,ntdll.dll,,,,
,,RtlSetLastWin32ErrorAndNtStatusFromNtStatus,ntdll.dll,,,,
,,RtlSetMemoryStreamSize,ntdll.dll,,,,
,,,ntdll.dll,,,,
,,RtlSetOwnerSecurityDescriptor,ntdll.dll,,,,
,,RtlSetPortableOperatingSystem,ntdll.dll,,,,
,,RtlSetProcessDebugInformation,ntdll.dll,,,,
,,RtlSetProcessIsCritical,ntdll.dll,,,,
,,RtlSetProcessPreferredUILanguages,ntdll.dll,,,,
,,RtlSetProperties,ntdll.dll,,,,
,,RtlSetPropertyNames,ntdll.dll,,,,
,,RtlSetPropertySetClassId,ntdll.dll,,,,
,,RtlSetProtectedPolicy,ntdll.dll,,,,
,,RtlSetSaclSecurityDescriptor,ntdll.dll,,,,
,,RtlSetSearchPathMode,ntdll.dll,,,,
,,RtlSetSecurityDescriptorRMControl,ntdll.dll,,,,
,,RtlSetSecurityObject,ntdll.dll,,,,
,,RtlSetSecurityObjectEx,ntdll.dll,,,,
,,RtlSetThreadErrorMode,ntdll.dll,,,,
,,RtlSetThreadIsCritical,ntdll.dll,,,,
,,RtlSetThreadPoolStartFunc,ntdll.dll,,,,
,,RtlSetThreadPreferredUILanguages,ntdll.dll,,,,
,,RtlSetThreadSubProcessTag,ntdll.dll,,,,
,,RtlSetTimeZoneInformation,ntdll.dll,,,,
,,RtlSetTimer,ntdll.dll,,,,
,,RtlSetUmsThreadInformation,ntdll.dll,,,,
,,RtlSetUnhandledExceptionFilter,ntdll.dll,,,,
,,RtlSetUnicodeCallouts,ntdll.dll,,,,
,,RtlSetUserCallbackExceptionFilter,ntdll.dll,,,,
,,RtlSetUserFlagsHeap,ntdll.dll,,,,
,,RtlSetUserValueHeap,ntdll.dll,,,,
,,RtlShutdownLpcServer,ntdll.dll,,,,
,,RtlSidDominates,ntdll.dll,,,,
,,RtlSidDominatesForTrust,ntdll.dll,,,,
,,RtlSidEqualLevel,ntdll.dll,,,,
,,RtlSidHashInitialize,ntdll.dll,,,,
,,RtlSidHashLookup,ntdll.dll,,,,
,,RtlSidIsHigherLevel,ntdll.dll,,,,
,,RtlSizeHeap,ntdll.dll,,,,
,,RtlSleepConditionVariableCS,ntdll.dll,,,,
,,RtlSleepConditionVariableSRW,ntdll.dll,,,,
,,RtlSnapshotHeap,ntdll.dll,,,,
,,RtlSplay,ntdll.dll,,,,
,,RtlStartProfile,ntdll.dll,,,,
,,RtlStartRXact,ntdll.dll,,,,
,,RtlStopProfile,ntdll.dll,,,,
,,RtlStatMemoryStream,ntdll.dll,,,,
,,,ntdll.dll,,,,
,,RtlStringFromGUID,ntdll.dll,,,,
,,RtlStringFromGUIDEx,ntdll.dll,,,,
,,RtlStronglyEnumerateEntryHashTable,ntdll.dll,,,,
,,RtlSubAuthorityCountSid,ntdll.dll,,,,
,,RtlSubAuthoritySid,ntdll.dll,,,,
,,RtlSubscribeWnfStateChangeNotification,ntdll.dll,,,,
,,RtlSubtreePredecessor,ntdll.dll,,,,
,,RtlSubtreeSuccessor,ntdll.dll,,,,
,,RtlSwitchedVVI,ntdll.dll,,,,
,,RtlSystemTimeToLocalTime,ntdll.dll,,,,
,,RtlTestAndPublishWnfStateData,ntdll.dll,,,,
,,RtlTestBit,ntdll.dll,,,,
,,RtlTestProtectedAccess,ntdll.dll,,,,
,,RtlTimeFieldsToTime,ntdll.dll,,,,
,,RtlTimeToElapsedTimeFields,ntdll.dll,,,,
,,RtlTimeToSecondsSince1970,ntdll.dll,,,,
,,RtlTimeToSecondsSince1980,ntdll.dll,,,,
,,RtlTimeToTimeFields,ntdll.dll,,,,
,,RtlTraceDatabaseAdd,ntdll.dll,,,,
,,RtlTraceDatabaseCreate,ntdll.dll,,,,
,,RtlTraceDatabaseDestroy,ntdll.dll,,,,
,,RtlTraceDatabaseEnumerate,ntdll.dll,,,,
,,RtlTraceDatabaseFind,ntdll.dll,,,,
,,RtlTraceDatabaseLock,ntdll.dll,,,,
,,RtlTraceDatabaseUnlock,ntdll.dll,,,,
,,RtlTraceDatabaseValidate,ntdll.dll,,,,
,,RtlTryAcquirePebLock,ntdll.dll,,,,
,,RtlTryAcquireSRWLockExclusive,ntdll.dll,,,,
,,RtlTryAcquireSRWLockShared,ntdll.dll,,,,
,,RtlTryConvertSRWLockSharedToExclusiveOrRelease,ntdll.dll,,,,
,,RtlTryEnterCriticalSection,ntdll.dll,,,,
,,RtlUTF8ToUnicodeN,ntdll.dll,,,,
,,RtlUlongByteSwap,ntdll.dll,,,,
,,RtlUlonglongByteSwap,ntdll.dll,,,,
,,RtlUmsThreadYield,ntdll.dll,,,,
,,RtlUnhandledExceptionFilter,ntdll.dll,,,,
,,RtlUnhandledExceptionFilter2,ntdll.dll,,,,
,,RtlUnicodeStringToAnsiSize,ntdll.dll,,,,
,,RtlUnicodeStringToAnsiString,ntdll.dll,,,,
,,RtlUnicodeStringToCountedOemString,ntdll.dll,,,,
,,RtlUnicodeStringToInteger,ntdll.dll,,,,
,,RtlUnicodeStringToOemSize,ntdll.dll,,,,
,,RtlUnicodeStringToOemString,ntdll.dll,,,,
,,RtlUnicodeToCustomCPN,ntdll.dll,,,,
,,RtlUnicodeToMultiByteN,ntdll.dll,,,,
,,RtlUnicodeToMultiByteSize,ntdll.dll,,,,
,,RtlUnicodeToOemN,ntdll.dll,,,,
,,RtlUnicodeToUTF8N,ntdll.dll,,,,
,,RtlUniform,ntdll.dll,,,,
,,RtlUnlockBootStatusData,ntdll.dll,,,,
,,RtlUnlockCurrentThread,ntdll.dll,,,,
,,RtlUnlockHeap,ntdll.dll,,,,
,,RtlUnlockMemoryBlockLookaside,ntdll.dll,,,,
,,RtlUnlockMemoryStreamRegion,ntdll.dll,,,,
,,,ntdll.dll,,,,
,,RtlUnlockMemoryZone,ntdll.dll,,,,
,,RtlUnlockModuleSection,ntdll.dll,,,,
,,RtlUnsubscribeWnfNotificationWaitForCompletion,ntdll.dll,,,,
,,RtlUnsubscribeWnfNotificationWithCompletionCallback,ntdll.dll,,,,
,,RtlUnsubscribeWnfChangeNotification,ntdll.dll,,,,
,,RtlUnwind,ntdll.dll,,,,
,,RtlUnwindEx,ntdll.dll,,,,
,,RtlUpcaseUnicodeChar,ntdll.dll,,,,
,,RtlUpcaseUnicodeString,ntdll.dll,,,,
,,RtlUpcaseUnicodeStringToAnsiString,ntdll.dll,,,,
,,RtlUpcaseUnicodeStringToCountedOemString,ntdll.dll,,,,
,,RtlUpcaseUnicodeStringToOemString,ntdll.dll,,,,
,,RtlUpcaseUnicodeToCustomCPN,ntdll.dll,,,,
,,RtlUpcaseUnicodeToMultiByteN,ntdll.dll,,,,
,,RtlUpcaseUnicodeToOemN,ntdll.dll,,,,
,,RtlUpdateClonedCriticalSection,ntdll.dll,,,,
,,RtlUpdateClonedSRWLock,ntdll.dll,,,,
,,RtlUpdateTimer,ntdll.dll,,,,
,,RtlUpperChar,ntdll.dll,,,,
,,RtlUpperString,ntdll.dll,,,,
,,RtlUsageHeap,ntdll.dll,,,,
,,RtlUserThreadStart,ntdll.dll,,,,
,,RtlUshortByteSwap,ntdll.dll,,,,
,,RtlValidAcl,ntdll.dll,,,,
,,RtlValidProcessProtection,ntdll.dll,,,,
,,RtlValidRelativeSecurityDescriptor,ntdll.dll,,,,
,,RtlValidSecurityDescriptor,ntdll.dll,,,,
,,RtlValidSid,ntdll.dll,,,,
,,RtlValidateHeap,ntdll.dll,,,,
,,RtlValidateProcessHeaps,ntdll.dll,,,,
,,RtlValidateUnicodeString,ntdll.dll,,,,
,,RtlVerifyVersionInfo,ntdll.dll,,,,
,,RtlVirtualUnwind,ntdll.dll,,,,
,,RtlWaitForWnfMetaNotification,ntdll.dll,,,,
,,RtlWaitOnAddress,ntdll.dll,,,,
,,RtlWakeAddressAll,ntdll.dll,,,,
,,RtlWakeAddressAllNoFence,ntdll.dll,,,,
,,RtlWakeAddressSingle,ntdll.dll,,,,
,,RtlWakeAddressSingleNoFence,ntdll.dll,,,,
,,RtlWakeAllConditionVariable,ntdll.dll,,,,
,,RtlWakeConditionVariable,ntdll.dll,,,,
,,RtlWalkFrameChain,ntdll.dll,,,,
,,RtlWalkHeap,ntdll.dll,,,,
,,RtlWeaklyEnumerateEntryHashTable,ntdll.dll,,,,
,,RtlWerpReportException,ntdll.dll,,,,
,,RtlWnfCompareChangeStamp,ntdll.dll,,,,
,,RtlWnfDllUnloadCallback,ntdll.dll,,,,
,,RtlWoW64GetCpuAreaInfo,ntdll.dll,,,,
,,RtlWoW64GetCurrentCpuArea,ntdll.dll,,,,
,,RtlWow64CallFunction64,ntdll.dll,,,,
,,RtlWow64EnableFsRedirection,ntdll.dll,,,,
,,RtlWow64EnableFsRedirectionEx,ntdll.dll,,,,
,,RtlWow64GetThreadContext,ntdll.dll,,,,
,,RtlWow64GetThreadSelectorEntry,ntdll.dll,,,,
,,RtlWow64LogMessageInEventLogger,ntdll.dll,,,,
,,RtlWow64SetThreadContext,ntdll.dll,,,,
,,RtlWow64SuspendThread,ntdll.dll,,,,
,,RtlWow64SuspendThreadEx,ntdll.dll,,,,
,,RtlWriteMemoryStream,ntdll.dll,,,,
,,,ntdll.dll,,,,
,,RtlWriteRegistryValue,ntdll.dll,,,,
,,RtlZeroHeap,ntdll.dll,,,,
,,RtlZeroMemory,ntdll.dll,,,,
,,RtlZombifyActivationContext,ntdll.dll,,,,
,,RtlpApplyLengthFunction,ntdll.dll,,,,
,,RtlpCheckDynamicTimeZoneInformation,ntdll.dll,,,,
,,RtlpCleanupRegistryKeys,ntdll.dll,,,,
,,RtlpConvertAbsoluteToRelativeSecurityAttribute,ntdll.dll,,,,
,,RtlpConvertCultureNamesToLCIDs,ntdll.dll,,,,
,,RtlpConvertLCIDsToCultureNames,ntdll.dll,,,,
,,RtlpConvertRelativeToAbsoluteSecurityAttribute,ntdll.dll,,,,
,,RtlpCreateProcessRegistryInfo,ntdll.dll,,,,
,,RtlpEnsureBufferSize,ntdll.dll,,,,
,,RtlpExecuteUmsThread,ntdll.dll,,,,
,,RtlpFreezeTimeBias,ntdll.dll,,,,
,,RtlpGetDeviceFamilyInfoEnum,ntdll.dll,,,,
,,RtlpGetLCIDFromLangInfoNode,ntdll.dll,,,,
,,RtlpGetNameFromLangInfoNode,ntdll.dll,,,,
,,RtlpGetSystemDefaultUILanguage,ntdll.dll,,,,
,,RtlpGetUserOrMachineUILanguage4NLS,ntdll.dll,,,,
,,RtlpInitializeLangRegistryInfo,ntdll.dll,,,,
,,RtlpInitializeRtl,ntdll.dll,,,,
,,RtlpInterlockedPopEntrySeqSListEnd,ntdll.dll,,,,
,,RtlpInterlockedPopEntrySeqSListFault,ntdll.dll,,,,
,,RtlpInterlockedPopEntrySeqSListResume,ntdll.dll,,,,
,,RtlpIsQualifiedLanguage,ntdll.dll,,,,
,,RtlpLoadMachineUIByPolicy,ntdll.dll,,,,
,,RtlpLoadUserUIByPolicy,ntdll.dll,,,,
,,RtlpMergeSecurityAttributeInformation,ntdll.dll,,,,
,,RtlpMuiFreeLangRegistryInfo,ntdll.dll,,,,
,,RtlpMuiRegCreateRegistryInfo,ntdll.dll,,,,
,,RtlpMuiRegFreeRegistryInfo,ntdll.dll,,,,
,,RtlpMuiRegLoadRegistryInfo,ntdll.dll,,,,
,,RtlpNotOwnerCriticalSection,ntdll.dll,,,,
,,RtlpNtCreateKey,ntdll.dll,,,,
,,RtlpNtEnumerateSubKey,ntdll.dll,,,,
,,RtlpNtMakeTemporaryKey,ntdll.dll,,,,
,,RtlpNtOpenKey,ntdll.dll,,,,
,,RtlpNtQueryValueKey,ntdll.dll,,,,
,,RtlpNtSetValueKey,ntdll.dll,,,,
,,RtlpQueryDefaultUILanguage,ntdll.dll,,,,
,,RtlpQueryProcessDebugInformationFromWow64,ntdll.dll,,,,
,,RtlpQueryProcessDebugInformationRemote,ntdll.dll,,,,
,,RtlpRefreshCachedUILanguage,ntdll.dll,,,,
,,RtlpSetInstallLanguage,ntdll.dll,,,,
,,RtlpSetPreferredUILanguages,ntdll.dll,,,,
,,RtlpSetUserPreferredUILanguages,ntdll.dll,,,,
,,RtlpUmsExecuteYieldThreadEnd,ntdll.dll,,,,
,,RtlpUmsThreadYield,ntdll.dll,,,,
,,RtlpUnWaitCriticalSection,ntdll.dll,,,,
,,RtlpVerifyAndCommitUILanguageSettings,ntdll.dll,,,,
,,RtlpWaitForCriticalSection,ntdll.dll,,,,
,,RtlpWnfNotificationThread,ntdll.dll,,,,
,,RtlxAnsiStringToUnicodeSize,ntdll.dll,,,,
,,RtlxOemStringToUnicodeSize,ntdll.dll,,,,
